Item_ID	Verb	Complement	Sentence	Environment	Subject	VerbNiteID	CompNiteID
7091:96	realize	i had this much, you know, i'd spent this much money	and, then, some people they get so wrapped up in them that they find, you know, one day they find, wow, i didn't realize i had this much, you know, i'd spent this much money.	negation	i	sw2067_s106_34	sw2067_s106_530
7150:34	realize	anything is going on	so the time goes by, you know, before you realize anything is going on.		you	sw2072_s10_12	sw2072_s10_512
7421:5	know	it's probably late for you	i know it's probably late for you,		i	sw2072_s192_2	sw2072_s192_503
7445:20	think	there's a lot of people that --n4001b6 don't vote because they don't really think their, their, uh, opinion is going --n400209 to be heard --n40021c	i, i think there's a lot of people that --n4001b6 don't vote because they don't really think their, their, uh, opinion is going --n400209 to be heard --n40021c		i	sw2073_s7_7	sw2073_s7_508
7445:75	think	their, their, uh, opinion is going --n400209 to be heard --n40021c	i, i think there's a lot of people that --n4001b6 don't vote because they don't really think their, their, uh, opinion is going --n400209 to be heard --n40021c		they	sw2073_s7_25	sw2073_s7_528
7500:24	think	that, uh, if more people vote, they'll get more votes	they, they each think that, uh, if more people vote, they'll get more votes, huh.		they each	sw2073_s45_8	sw2073_s45_510
7504:51	thinks	it's going --n402150 to be the people that --n40216b come out that --n40217e will vote for him	i'm always amazed at that, that each candidate thinks it's going --n402150 to be the people that --n40216b come out that --n40217e will vote for him, you know.		each candidate	sw2073_s47_17	sw2073_s47_519
7508:5	think	in, uh, the texas governor elections, i think more people turned out --n402427 to vote against somebody than for somebody, this time	i think in, uh, the texas governor elections, i think more people turned out --n402427 to vote against somebody than for somebody, this time.		i	sw2073_s50_2	sw2073_s50_503
7512:8	know	that there's certain issues that --n4025e0 can really motivate people	mumblex i know that there's certain issues that --n4025e0 can really motivate people because we live in a pr-, pr-, predominately catholic type area,		i	sw2073_s53_3	sw2073_s53_504
7560:15	think	he's going --n403d33 to have --n403d42 to worry about that next year	well, i don't think he's going --n403d33 to have --n403d42 to worry about that next year.	negation	i	sw2073_s83_6	sw2073_s83_505
7561:5	think	he can probably raise taxes and still get elected --n403e58	i think he can probably raise taxes and still get elected --n403e58.		i	sw2073_s84_2	sw2073_s84_503
7574:56	think	that they don't have a shot	unfortunately that will probably even drop lower, the voters turndown, mumblex even more because more democrats will think that they don't have a shot		more democrats	sw2073_s91_20	sw2073_s91_518
7600:17	think	they look at it as, well everybody, the majority of the people think this way, when that's not necessarily true --n404db7, because, you know, that's what the media says --n404dee	they, i think they look at it as, well everybody, the majority of the people think this way, when that's not necessarily true --n404db7, because, you know, that's what the media says --n404dee.		i	sw2073_s110_6	sw2073_s110_507
7754:5	think	he deserves every penny of it	i think he deserves every penny of it.		i	sw2078_s9_2	sw2078_s9_503
7758:37	believe	--n40043a deserve the money they're getting --n40045d	but, there are some others out there that i don't believe --n40043a deserve the money they're getting --n40045d.	negation	i	sw2078_s11_13	sw2078_s11_513
7781:15	know	yankees have won a lot games. through the years	i mean, i know yankees have won a lot games. through the years.		i	sw2078_s25_5	sw2078_s25_507
7805:5	think	the a's were in it last year	i think the a's were in it last year.		i	sw2078_s40_2	sw2078_s40_503
7806:23	think	it was	the oakland a's, and i think it was, i don't think it was an all california baseball.		i	sw2078_s41_9	sw2078_s41_507
7806:50	think	it was an all california baseball	the oakland a's, and i think it was, i don't think it was an all california baseball.	negation	i	sw2078_s41_18	sw2078_s41_517
7827:7	think	the pirates will go	and i think the pirates will go.		i	sw2078_s54_3	sw2078_s54_503
7838:5	think	it's fun	i think it's fun,		i	sw2078_s62_2	sw2078_s62_503
7910:5	think	it's the bart man, the simpsons	i think it's the bart man, the simpsons.		i	sw2078_s110_2	sw2078_s110_503
7954:8	think	it	i would think it,		i	sw2078_s135_3	sw2078_s135_504
7967:37	think	it's going --n403c6e to be any where you go --n403c91	that's, that's, i think it's going --n403c6e to be any where you go --n403c91		i	sw2078_s142_13	sw2078_s142_516
8065:31	remember	i went to my mumblex	when i first started --n4055a7 teaching --n4055b2, i remember i went to my mumblex		i	sw2078_s197_10	sw2078_s197_513
8144:19	thought	--n406c1a	but the topic was boring i thought --n406c1a.		i	sw2078_s245_7	sw2078_s245_507
8176:36	think	it should have gotten all those awards	and he, he said he didn't think it should have gotten all those awards,	negation	he	sw2078_s266_13	sw2078_s266_513
8177:5	thought	it was too long	he thought it was too long		he	sw2078_s267_2	sw2078_s267_503
8187:10	think	it was too long	i didn't think it was too long at all.	negation	i	sw2078_s273_4	sw2078_s273_504
8328:12	think	we covered baseball	well, do you think we covered baseball.	question	you	sw2078_s357_5	sw2078_s357_504
8359:7	knew	the only way we'd ever have a new home --n400f2a is if he would build it	but he knew the only way we'd ever have a new home --n400f2a is if he would build it.		he	sw2079_s22_3	sw2079_s22_503
8447:22	know	we're, it's not going --n402dc2 to fall in or something if it's built --n402ded	so at least we know we're, it's not going --n402dc2 to fall in or something if it's built --n402ded.		we	sw2079_s85_8	sw2079_s85_508
8644:13	think	you'll do --n40309b with that	and what do you think you'll do --n40309b with that.	question	you	sw2092_s85_5	sw2092_s85_505
8747:22	knew	he needed an alarm clock	and i, i knew he needed an alarm clock.		i	sw2092_s149_8	sw2092_s149_508
8780:10	know	that you need --n405d36 to be involved in a lot of frivolous gift giving	i don't know that you need --n405d36 to be involved in a lot of frivolous gift giving, you know,	negation	i	sw2092_s170_4	sw2092_s170_504
8876:18	think	it's more like the mess you make --n400b1d	as you know, i think it's more like the mess you make --n400b1d, isn't it.	question	i	sw2093_s11_6	sw2093_s11_508
8911:7	think	the, the temperature has been pretty good --n401a50 so far for working outside	but i think the, the temperature has been pretty good --n401a50 so far for working outside.		i	sw2093_s37_3	sw2093_s37_503
8928:5	know	it seems like, she	i know it seems like, she,		i	sw2093_s46_2	sw2093_s46_503
8929:5	think	she made three --n402160 this year one for, uh, my father-in-law and then a couple of brothers and sisters	i think she made three --n402160 this year one for, uh, my father-in-law and then a couple of brothers and sisters.		i	sw2093_s47_2	sw2093_s47_503
9007:5	think	i had four, uh, jalapeno plants last year	i think i had four, uh, jalapeno plants last year.		i	sw2093_s99_2	sw2093_s99_503
9008:5	think	one of them died	i think one of them died,		i	sw2093_s100_2	sw2093_s100_503
9023:5	think	i had three or four seeds in each one of them	i think i had three or four seeds in each one of them,		i	sw2093_s111_2	sw2093_s111_503
9050:5	think	they're later in the year	you think they're later in the year.		you	sw2093_s130_2	sw2093_s130_503
9106:30	think	that those are bigger contributors than things like ai-, acid rain and some of the pollutants that --n400526 come from, uh, industrial areas, factories and so on	do you, uh, do you think that those are bigger contributors than things like ai-, acid rain and some of the pollutants that --n400526 come from, uh, industrial areas, factories and so on.	question	you	sw2094_s9_11	sw2094_s9_510
9141:157	believe	--n40121e	um, i, i don't know if you he-, re-, heard about the, uh, recent legislation in, uh, colorado, uh, against a power company, uh, that --n4011f3's actually on indian land, i believe --n40121e,	conditional	i	sw2094_s28_56	sw2094_s28_547
9142:51	think	that it's causing terrible smog over the grand canyon	but, uh, it has been ruled against --n40142a, uh, regarding air pollution because they think that it's causing terrible smog over the grand canyon.		they	sw2094_s29_19	sw2094_s29_515
9174:16	think	individuals could do --n401ff3, or society could do --n40200e to alleviate this problem	uh, what do you think individuals could do --n401ff3, or society could do --n40200e to alleviate this problem.	question	you	sw2094_s49_6	sw2094_s49_506
9183:11	think	we can do --n4024e6	what do you think we can do --n4024e6.	question	you	sw2094_s55_4	sw2094_s55_505
9194:10	think	that we have a responsibility there	and i do think that we have a responsibility there.		i	sw2094_s63_4	sw2094_s63_504
9195:8	admit	i'm not always real politically active	i must admit i'm not always real politically active		i	sw2094_s64_3	sw2094_s64_504
9196:10	think	that, um, congress has backed down much too much on some of the air pollution standards	but i do think that, um, congress has backed down much too much on some of the air pollution standards.		i	sw2094_s65_4	sw2094_s65_504
9212:24	think	we can do more --n40322c	but, um, as a society, i think we can do more --n40322c		i	sw2094_s77_10	sw2094_s77_506
9216:76	believe	anything will happen unless, unless there's something economically justifiable about it --n403576	i guess i'm, i'm to the point where i'm cynical enough that i really don't believe anything will happen unless, unless there's something economically justifiable about it --n403576.	negation	i	sw2094_s80_25	sw2094_s80_529
9226:51	realize	that they have --n403d8c to pay if companies don't	and probably the only way that can happen --n403d59 is for, um, governments to realize that they have --n403d8c to pay if companies don't.		governments	sw2094_s85_18	sw2094_s85_518
9232:18	realize	they can't have their cake and eat it	people also have --n403fd5 to realize they can't have their cake and eat it.		--n403fd5	sw2094_s88_6	sw2094_s88_508
9244:45	think	--n404357	well nobody wants --n40431c to pay twenty-five cents a kilowatt hour, i don't think --n404357.	negation	i	sw2094_s96_16	sw2094_s96_515
9270:12	think	that's probably going --n404c39 to happen with, with such things as air pollution	um, and i think that's probably going --n404c39 to happen with, with such things as air pollution,		i	sw2094_s113_5	sw2094_s113_504
