Item_ID	Verb	Complement	Sentence	Environment	Subject	VerbNiteID	CompNiteID	VerbNiteID_duration	VerbNiteID_syllables	VerbNiteID_precedingPause	VerbNiteID_followingPause	VerbNiteID_spWindow	VerbNiteID_spWindowSyllablePosition	VerbNiteID_spWindowSyllables	VerbNiteID_spWindowSyllableDuration	VerbNiteID_spWindowTotalDuration	VerbNiteID_BreakIndex	VerbNiteID_PhraseTone	VerbNiteID_BoundaryTone	VerbNiteID_AccentStrength	VerbNiteID_AccentType
3865:10	think	that was better than like showbiz pizza cause there's more for them to do --n404ac0	an, i think that was better than like showbiz pizza cause there's more for them to do --n404ac0.		i	sw2035_s139_4	sw2035_s139_504	0.180000000000007	1	0	0	93	2	10	2.07524999999998	2.07524999999998					
4082:10	think	they should show it during prime time	i don't think they should show it during prime time,	negation	i	sw2039_s106_4	sw2039_s106_504	0.199999999999989	1	0	0	58	3	5	1.36000000000001	1.36000000000001					
4121:28	think	--n403209	it could be t i --ers, i think --n403209, probably are participating more than anybody else,		i	sw2039_s131_10	sw2039_s131_511	0.29000000000002	1	0	0	72	2	19	2.97000000000003	2.97000000000003					
4125:5	think	that's something we all ca-	i think that's something we all ca-,		i	sw2039_s134_2	sw2039_s134_503	0.694999999999993	1	0	0	91	2	4	1.98500000000001	1.98500000000001					
4179:25	think	what they are trying --n404087 to say --n404096, is that there is a great deal of historical truth, but the interpretation that --n4040e1 actually got into the writing of the bible itself is probably uh, after the what, uh, was is it --n40414c the king james version when the committee did it, wrote the translation --n404187, that so much was lost --n4041a6 in the translation, particularly since most of the translations were in greek	uh, i, i think what they are trying --n404087 to say --n404096, is that there is a great deal of historical truth, but the interpretation that --n4040e1 actually got into the writing of the bible itself is probably uh, after the what, uh, was is it --n40414c the king james version when the committee did it, wrote the translation --n404187, that so much was lost --n4041a6 in the translation, particularly since most of the translations were in greek.		i	sw2039_s166_9	sw2039_s166_509														
4295:17	admit	i have a certain resistance to the idea of exercising for exercising's sake	and i have --n401081 to admit i have a certain resistance to the idea of exercising for exercising's sake,		--n401081	sw2041_s31_6	sw2041_s31_507	0.189999999999998	2	0	0	20	15	21	3.04837500000001	3.04837500000001					
4431:14	realize	that they ha-, were going --n403703 to reach out to people from, all over the country	and, i didn't realize that they ha-, were going --n403703 to reach out to people from, all over the country.	negation	i	sw2041_s116_6	sw2041_s116_504	0.400000000000006	3	0	0	54	20	29	4.95274999999998	4.95274999999998					
4460:10	think	people are, are more inc-, um, um	well, i think people are, are more inc-, um, um,		i	sw2041_s137_4	sw2041_s137_504	0.199999999999989	1	0	0	60	3	7	1.31	1.31					
4496:10	think	that's because they've realized that for whole health, that, the, you know, you have --n4058b8 to have that combination, or that people are motivated --n4058e7 that way so that they've incorporated that into their program	now do you think that's because they've realized that for whole health, that, the, you know, you have --n4058b8 to have that combination, or that people are motivated --n4058e7 that way so that they've incorporated that into their program.	question	you	sw2041_s161_4	sw2041_s161_504	0.220000000000027	1	0	0	74	4	7	1.38787500000001	1.38787500000001					
4496:32	realized	that for whole health, that, the, you know, you have --n4058b8 to have that combination, or that people are motivated --n4058e7 that way so that they've incorporated that into their program	now do you think that's because they've realized that for whole health, that, the, you know, you have --n4058b8 to have that combination, or that people are motivated --n4058e7 that way so that they've incorporated that into their program.	question	they	sw2041_s161_11	sw2041_s161_513	0.759999999999991	3	0	0	75	2	5	1.44974999999999	1.44974999999999					
4500:7	think	the program came first or the	do you think the program came first or the,	question	you	sw2041_s163_3	sw2041_s163_503	0.259999999999991	1	0	0	78	3	10	1.79149999999998	1.79149999999998					
4518:27	know	that they've got --n4060ef to get their money somewhere	from institutes of learning like that, i know that they've got --n4060ef to get their money somewhere,		i	sw2041_s177_9	sw2041_s177_511	0.217249999999979	1	0	0	80	16	17	3.65987499999994	3.75262499999997					
4556:14	think	they tend --n40739e to be older in the rural ar-	well, don't you think they tend --n40739e to be older in the rural ar-.	question	you	sw2041_s203_6	sw2041_s203_504	0.200000000000045	1	0	0	86	4	14	2.28874999999999	2.28874999999999					
4557:23	think	that it's almost frantic effort on the part of the people in the city	i, i sometimes think that it's almost frantic effort on the part of the people in the city.		i	sw2041_s204_8	sw2041_s204_509	0.199999999999989	1	0	0	87	5	13	3.09700000000004	3.28912500000001					
4597:14	think	a lot of that is diet too	well, don't you think a lot of that is diet too.	question	you	sw2041_s230_6	sw2041_s230_504	0.180000000000007	1	0	0	103	4	12	1.92737499999998	1.92737499999998					
4696:5	think	the topic was crime in the city	i think the topic was crime in the city.		i	sw2051_s2_2	sw2051_s2_503	0.22	1	0	0	2	3	12	2.728375	2.728375					
4754:10	think	nowadays people just, really just	um, i think nowadays people just, really just,		i	sw2051_s36_4	sw2051_s36_504	0.335250000000002	1	0	0.275374999999997	23	2	2	0.586250000000007	0.586250000000007					
4772:10	think	that the best hope to eliminate crime, as we know it today is to eliminate the criminals from society	well, i think that the best hope to eliminate crime, as we know it today is to eliminate the criminals from society.		i	sw2051_s47_4	sw2051_s47_504	0.206875000000025	1	0	0.0809999999999889	38	2	3	0.497500000000002	0.578499999999991					
4886:20	think	that's very important	i, i think that's very important.		i	sw2051_s117_7	sw2051_s117_508	0.239999999999952	1	0	0	105	3	9	1.51887499999998	1.51887499999998					
4925:9	think	that's the normal thing to do --n404aaf	they just think that's the normal thing to do --n404aaf, don't they...	question	they	sw2051_s143_3	sw2051_s143_505	0.230000000000018	1	0	0	68	4	13	3.23650000000004	3.23650000000004					
4995:46	think	the major corporations should pay attention to --n405fc1	and one of the things that --n405f7a's in their culture that i really think the major corporations should pay attention to --n405fc1, is the fact that, while japan was becoming a great power, financially, the people that --n406014 worked for those companies, worked for the same company they worked for --n406053 at sixty-five, as they did when they were eighteen --n406082.		i	sw2051_s188_15	sw2051_s188_518	0.220000000000027	1	0	0	161	13	26	4.85924999999997	4.85924999999997					
5095:14	think	i have, what was it --n40128f two hundred	and, uh, i think i have, what was it --n40128f two hundred,		i	sw2053_s46_6	sw2053_s46_504	0.390000000000001	1	0	0	28	11	36	6.470625	6.61					
5096:17	thinking	the money that i've got --n401372 invested --n40137d in this is, uh	and i got --n401347 to thinking the money that i've got --n401372 invested --n40137d in this is, uh,		--n401347	sw2053_s47_6	sw2053_s47_507	0.346500000000006	2	0	0.139375000000001	28	24	36	6.470625	6.61					
5206:35	think	--n402e0a	i just started about, well, five years ago, i think --n402e0a.		i	sw2053_s118_13	sw2053_s118_511	0.378999999999991	1	0	8.56399999999999	54	7	7	1.66999999999999	1.66999999999999					
5214:7	think	the other one is going. the child is going --n403177 to be in high school before i get finished	and i think the other one is going. the child is going --n403177 to be in high school before i get finished.		i	sw2053_s124_3	sw2053_s124_503	0.184124999999995	1	0	0	59	2	21	4.43199999999999	4.43199999999999					
5234:30	think	--n403845	it's an-, cloth i think --n403845.		i	sw2053_s136_10	sw2053_s136_512	0.378500000000031	1	0	0.553625000000011	68	3	3	0.951999999999998	0.951999999999998					
5244:23	believe	that they know that i had done it in the colors, that they had decorated the nursery --n403a6f	and the lady said she couldn't believe that they know that i had done it in the colors, that they had decorated the nursery --n403a6f	negation	she	sw2053_s142_9	sw2053_s142_508	0.350000000000023	2	0	0.0500000000000114	70	16	18	2.88	2.93000000000001					
5244:33	know	that i had done it in the colors, that they had decorated the nursery --n403a6f	and the lady said she couldn't believe that they know that i had done it in the colors, that they had decorated the nursery --n403a6f		they	sw2053_s142_12	sw2053_s142_512	0.210000000000036	1	0	0	71	2	19	2.96462499999996	2.96462499999996					
5250:20	know	those are the colors we used --n403cc8	and she said how did you know those are the colors we used --n403cc8 --n403ccf.	question	you	sw2053_s146_7	sw2053_s146_508	0.180000000000007	1	0	0	73	12	21	3.09999999999997	3.09999999999997					
5270:16	know	she doesn't get --n404303 to touch it	she said, i know she doesn't get --n404303 to touch it.		i	sw2053_s160_6	sw2053_s160_507	0.23724999999996	1	0	0	82	4	17	3.075875	3.075875					
5335:10	know	even if you watched a b c, n b c or the other	well, i know even if you watched a b c, n b c or the other,		i	sw2060_s20_4	sw2060_s20_504	0.192499999999995	1	0	0	10	3	9	2.9445	2.9445					
5509:7	think	we've been talking for three minutes	but i think we've been talking for three minutes		i	sw2060_s128_3	sw2060_s128_503	0.229749999999967	1	0	0	55	27	44	8.10999999999996	8.10999999999996					
5760:21	think	they have maybe two people a year go --n4035dc get, get their p h d	they've, i think they have maybe two people a year go --n4035dc get, get their p h d.		i	sw2061_s147_7	sw2061_s147_509	0.20999999999998	1	0	0	52	3	13	2.28999999999999	2.28999999999999					
6077:28	think	--n409661	i mean, they're still around i think --n409661.		i	sw2061_s345_9	sw2061_s345_512	0.309249999999963	1	0	2.86600000000004	146	11	11	2.00812500000001	2.00812500000001					
6189:7	think	that, uh, we've probably got one of the best around	and i think that, uh, we've probably got one of the best around, you know,		i	sw2062_s4_3	sw2062_s4_503	0.321624999999999	1	0	0.101750000000001	2	23	40	7.10225	7.3735					
6193:7	think	that is just a, a fabulous one	and i think that is just a, a fabulous one,		i	sw2062_s8_3	sw2062_s8_503	0.27	1	0	0	5	34	58	9.93375	10.22					
6210:14	thinking	that over the years that importance has changed	and i started --n400cdb thinking that over the years that importance has changed		--n400cdb	sw2062_s18_5	sw2062_s18_506	0.510000000000005	2	0.269999999999996	0	10	1	27	6.3305	6.5					
6233:5	think	they have, uh, a-, one that we need --n401d94 to recognize that we're going --n401db3 to have --n401dc2 to supplement --n401dd1 ourselves	i think they have, uh, a-, one that we need --n401d94 to recognize that we're going --n401db3 to have --n401dc2 to supplement --n401dd1 ourselves.		i	sw2062_s37_2	sw2062_s37_503	0.280000000000001	1	0	0	19	2	5	1.08	1.08					
6233:61	recognize	that we're going --n401db3 to have --n401dc2 to supplement --n401dd1 ourselves	i think they have, uh, a-, one that we need --n401d94 to recognize that we're going --n401db3 to have --n401dc2 to supplement --n401dd1 ourselves.		--n401d94	sw2062_s37_20	sw2062_s37_524	0.580000000000013	3	0	0	21	6	20	3.91999999999999	3.91999999999999					
6286:10	think	it's the worst investment, in the world	i don't think it's the worst investment, in the world.	negation	i	sw2062_s70_4	sw2062_s70_504	0.199999999999989	1	0	0	43	10	19	3.48525000000001	3.635875					
6324:20	know	that that's taken care of --n404b16	in that way, at least we know that that's taken care of --n404b16, you know.		we	sw2062_s97_8	sw2062_s97_506	0.220000000000027	1	0	0	57	9	28	5.15550000000002	5.60000000000002					
6387:5	think	that i probably want --n406213 to be a veterinarian	i think that i probably want --n406213 to be a veterinarian.		i	sw2062_s139_2	sw2062_s139_503	0.223625000000027	1	0	0.128125000000011	66	19	51	9.87087499999996	10.112					
6396:15	think	there's	and then i think there's, i mean i think there's some negatives,		i	sw2062_s145_5	sw2062_s145_507	0.25	1	0	0	75	14	47	8.73612500000002	9.01937500000003					
6396:43	think	there's some negatives	and then i think there's, i mean i think there's some negatives,		i	sw2062_s145_14	sw2062_s145_518	0.199999999999989	1	0	0	75	19	47	8.73612500000002	9.01937500000003					
6436:61	thought	--n40782f sounded like a good idea	and they said that t i was looking into it, to purchase extra vacation days. which i thought --n40782f sounded like a good idea.		i	sw2062_s171_21	sw2062_s171_522	0.300000000000011	1	0	0	90	3	11	1.75187499999998	1.75187499999998					
6455:12	believe	any of us would have --n4084a9 to purchase any extra vacation days, if they did, that	and i don't believe any of us would have --n4084a9 to purchase any extra vacation days, if they did, that.	negation	i	sw2062_s185_5	sw2062_s185_504	0.25	2	0	0	87	4	26	4.20799999999997	4.20799999999997					
6507:5	think	it would be a great idea	i think it would be a great idea.		i	sw2065_s3_2	sw2065_s3_503	0.180000000000001	1	0	0	1	2	24	4.425625	12.98425					
6510:7	think	it would be a great idea	but i think it would be a great idea.		i	sw2065_s6_3	sw2065_s6_503	0.120000000000001	1	0	0	2	18	26	4.20175	4.363625					
6545:10	think	that would be real interesting for people to do --n401093	well, i think that would be real interesting for people to do --n401093,		i	sw2065_s27_4	sw2065_s27_504	0.131500000000003	1	0	0	11	2	52	8.80749999999999	8.928					
6565:5	thought	it was a fantastic idea	i thought it was a fantastic idea.		i	sw2065_s39_2	sw2065_s39_503	0.230000000000004	1	0	0	18	19	28	5.058375	5.058375					
6571:5	know	that they trained you in the language	i know that they trained you in the language		i	sw2065_s43_2	sw2065_s43_503	0.170000000000002	1	0	0	20	7	17	3.361875	3.361875					
6625:153	think	i agree with you one hundred percent about it being some sort of voluntary	i, i, i guess, in my own, having had the whole three or four minutes to, you know, give it a great deal of thought --n4031a8, you know, um, i, i think i agree with you one hundred percent about it being some sort of voluntary,		i	sw2065_s78_55	sw2065_s78_552	0.136750000000006	1	0	0	50	3	21	3.03162499999999	3.03162499999999					
